"ipa","syl","son","cons","cont","delrel","lat","nas","strid","voi","sg","cg","ant","cor","distr","lab","hi","lo","back","round","velaric","tense","long"
"d̪̤ʲ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","1","-1","1","-1","-1","-1","-1","0","-1"
"d̪ʲʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","1","-1","1","-1","-1","-1","-1","0","-1"
"ǀʰᶣ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","-1","1","1","0","-1"
"t̪ʰᶣ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","-1","1","-1","0","-1"
"d̪ʰᶣ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","1","-1","1","-1","-1","1","-1","0","-1"
"ǀʰˠ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","1","-1","1","0","-1"
"t̪ʰˠ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","1","-1","-1","0","-1"
"d̪ʰˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","1","-1","1","-1","1","-1","-1","0","-1"
"d̪̤ˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","1","-1","1","-1","1","-1","-1","0","-1"
"ǀʷʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","1","1","1","0","-1"
"t̪ʷʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","1","1","-1","0","-1"
"ǀʰʷ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","1","1","1","0","-1"
"t̪ʰʷ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","1","1","-1","0","-1"
"ǀʷˠʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","1","1","1","0","-1"
"t̪ʷˠʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","1","1","-1","0","-1"
"ǀʲʷʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","1","1","1","0","-1"
"t̪ʲʷʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","1","1","-1","0","-1"
"d̪ʷʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","1","-1","1","-1","1","1","-1","0","-1"
"d̪ʰʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","1","-1","1","-1","1","1","-1","0","-1"
"d̪ʷˠʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","1","-1","1","-1","1","1","-1","0","-1"
"d̪̤ʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","1","-1","1","-1","1","1","-1","0","-1"
"d̪ʲʷʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","1","-1","1","-1","1","1","-1","0","-1"
"ǀʷʰː","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","1","1","1","0","1"
"t̪ʷʰː","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","-1","1","1","-1","0","1"
"d̪ʷʰː","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","1","-1","1","-1","1","1","-1","0","1"
"k͡pʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","0","-1","-1","0","-1"
"ʘʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","0","-1","1","0","-1"
"ɡ͡b̤","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","0","-1","-1","0","-1"
"ɡ͡bʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","0","-1","-1","0","-1"
"ʘʰː","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","0","-1","1","0","1"
"k͡pʰː","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","0","-1","-1","0","1"
"ɡ͡bʰː","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","0","-1","-1","0","1"
"ɡ͡b̤ː","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","0","-1","-1","0","1"
"ʘʰʲ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","-1","-1","1","0","-1"
"k͡pʰʲ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","-1","-1","-1","0","-1"
"ʘʲʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","-1","-1","1","0","-1"
"k͡pʲʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","-1","-1","-1","0","-1"
"ɡ͡bʰʲ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","-1","-1","-1","0","-1"
"ɡ͡b̤ʲ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","-1","-1","-1","0","-1"
"ɡ͡bʲʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","-1","-1","-1","0","-1"
"ʘʰˠ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","1","-1","1","0","-1"
"k͡pʰˠ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","1","-1","-1","0","-1"
"ɡ͡bʰˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","1","-1","-1","0","-1"
"ɡ͡b̤ˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","1","-1","-1","0","-1"
"ʘʷʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","1","1","1","0","-1"
"k͡pʷʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ʘʰʷ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","1","1","1","0","-1"
"k͡pʰʷ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"k͡pʷˠʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ʘʷˠʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","1","1","1","0","-1"
"ʘʲʷʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","1","1","1","0","-1"
"k͡pʲʷʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ɡ͡bʷʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ɡ͡bʰʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ɡ͡b̤ʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ɡ͡bʷˠʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ɡ͡bʲʷʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ʘʷʰː","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","1","1","1","0","1"
"k͡pʷʰː","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","-1","1","1","-1","0","1"
"ɡ͡bʷʰː","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","-1","1","1","-1","0","1"
"pʰʲ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","0","1","1","-1","-1","-1","-1","0","-1"
"pʲʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","0","1","1","-1","-1","-1","-1","0","-1"
"bʰʲ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","-1","0","1","1","-1","-1","-1","-1","0","-1"
"b̤ʲ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","-1","0","1","1","-1","-1","-1","-1","0","-1"
"bʲʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","-1","0","1","1","-1","-1","-1","-1","0","-1"
"pʰˠ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","0","1","1","-1","1","-1","-1","0","-1"
"bʰˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","-1","0","1","1","-1","1","-1","-1","0","-1"
"b̤ˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","-1","0","1","1","-1","1","-1","-1","0","-1"
"pʷʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"pʰʷ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"pʷˠʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"pʲʷʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"bʷʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"bʰʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"bʷˠʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"b̤ʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"bʲʷʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"pʷʰː","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","0","1","1","-1","1","1","-1","0","1"
"bʷʰː","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","-1","0","1","1","-1","1","1","-1","0","1"
"p͡tʰʲ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1","-1","-1","-1","-1","0","-1"
"p͡tʲʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1","-1","-1","-1","-1","0","-1"
"b͡dʰʲ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","1","1","-1","-1","-1","-1","0","-1"
"b͡d̤ʲ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","1","1","-1","-1","-1","-1","0","-1"
"b͡dʲʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","1","1","-1","-1","-1","-1","0","-1"
"p͡tʰˠ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1","-1","1","-1","-1","0","-1"
"b͡dʰˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","1","1","-1","1","-1","-1","0","-1"
"b͡d̤ˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","1","1","-1","1","-1","-1","0","-1"
"p͡tʷʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"p͡tʰʷ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"p͡tʷˠʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"p͡tʲʷʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"b͡dʷʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"b͡dʰʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"b͡dʷˠʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"b͡d̤ʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"b͡dʲʷʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"p͡tʷʰː","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1","-1","1","1","-1","0","1"
"b͡dʷʰː","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","1","1","-1","1","1","-1","0","1"
"cˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"kˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"cʰˤ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"kʰˤ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"ɡˤʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"ɟˤʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"ɡʰˤ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"ɟʰˤ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"ɡ̤ˤ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"ɟ̤ˤ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"cʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","0","-1","1","1","1","1","-1","0","-1"
"kʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","0","-1","1","1","1","1","-1","0","-1"
"qʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","0","-1","1","1","1","1","-1","0","-1"
"ɡʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","1","-1","0","-1"
"ɟʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","1","-1","0","-1"
"ɢʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","1","-1","0","-1"
"ʈʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","-1","1","-1","-1","1","1","1","1","-1","0","-1"
"ɖʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","-1","1","-1","-1","1","1","1","1","-1","0","-1"
"ǂˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","-1","1","1","-1","1","1","1","-1","1","0","-1"
"ǂʰˤ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","-1","1","1","-1","1","1","1","-1","1","0","-1"
"ǂʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","-1","1","1","-1","1","1","1","1","1","0","-1"
"ǃˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","1","1","-1","1","0","-1"
"ǃʰˤ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","1","1","-1","1","0","-1"
"ǃʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","1","1","1","1","0","-1"
"tʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","1","1","1","-1","0","-1"
"dʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","-1","1","1","1","1","-1","0","-1"
"ǀˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","1","1","-1","1","0","-1"
"ǀʰˤ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","1","1","-1","1","0","-1"
"ǀʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","1","1","1","1","0","-1"
"t̪ʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","1","-1","1","1","1","1","-1","0","-1"
"d̪ʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","1","-1","1","1","1","1","-1","0","-1"
"ʘˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","1","1","-1","1","0","-1"
"k͡pˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","1","1","-1","-1","0","-1"
"ʘʰˤ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","1","1","-1","1","0","-1"
"k͡pʰˤ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","1","1","-1","-1","0","-1"
"ɡ͡bˤʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","1","1","-1","-1","0","-1"
"ɡ͡bʰˤ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","1","1","-1","-1","0","-1"
"ɡ͡b̤ˤ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","1","1","-1","-1","0","-1"
"ʘʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","1","1","1","1","0","-1"
"k͡pʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","0","1","1","1","1","1","-1","0","-1"
"ɡ͡bʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","0","-1","0","1","1","1","1","1","-1","0","-1"
"pʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","0","1","1","1","1","1","-1","0","-1"
"bʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","-1","0","1","1","1","1","1","-1","0","-1"
"p͡tʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1","1","1","1","-1","0","-1"
"b͡dʷˤʰ","-1","-1","1","-1","-1","-1","-1","0","1","1","-1","1","1","-1","1","1","1","1","1","-1","0","-1"
"ʛ̤","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","-1","-1","1","-1","-1","0","-1"
"ʛ̤ː","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","-1","-1","1","-1","-1","0","1"
"ɗ̤","-1","-1","1","-1","-1","-1","-1","0","1","1","1","1","1","-1","-1","-1","-1","-1","-1","-1","0","-1"
"ɗ̤ː","-1","-1","1","-1","-1","-1","-1","0","1","1","1","1","1","-1","-1","-1","-1","-1","-1","-1","0","1"
"ɓ̤","-1","-1","1","-1","-1","-1","-1","0","1","1","1","1","-1","0","1","-1","-1","-1","-1","-1","0","-1"
"ɓ̤ː","-1","-1","1","-1","-1","-1","-1","0","1","1","1","1","-1","0","1","-1","-1","-1","-1","-1","0","1"
"ʛ̤ˤ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","-1","1","1","-1","-1","0","-1"
"ɗ̤ˤ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","1","1","-1","-1","-1","1","1","-1","-1","0","-1"
"ɓ̤ˤ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","1","-1","0","1","-1","1","1","-1","-1","0","-1"
"ʄ̤","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","-1","-1","-1","0","-1"
"ɠ̤ʲ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","-1","-1","-1","0","-1"
"ʄ̤ʲ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","-1","-1","-1","0","-1"
"ʛ̤ʲ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","-1","-1","-1","0","-1"
"ʄ̤ː","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","-1","-1","-1","0","1"
"ɠ̤","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","1","-1","-1","0","-1"
"ɠ̤ˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","1","-1","-1","0","-1"
"ʄ̤ˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","1","-1","-1","0","-1"
"ʛ̤ˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","1","-1","-1","0","-1"
"ɠ̤ː","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","1","-1","-1","0","1"
"ɠ̤ʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","1","1","-1","0","-1"
"ʄ̤ʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","1","1","-1","0","-1"
"ʛ̤ʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","-1","1","1","-1","0","-1"
"ɗ̤ʲ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","1","1","-1","-1","1","-1","-1","-1","-1","0","-1"
"ɗ̤ˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","1","1","-1","-1","1","-1","1","-1","-1","0","-1"
"ɗ̤ʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","1","1","-1","-1","1","-1","1","1","-1","0","-1"
"ɓ̤ʲ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","1","-1","0","1","1","-1","-1","-1","-1","0","-1"
"ɓ̤ˠ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","1","-1","0","1","1","-1","1","-1","-1","0","-1"
"ɓ̤ʷ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"ɠ̤ˤ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"ʄ̤ˤ","-1","-1","1","-1","-1","-1","-1","0","1","1","1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"ǁ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","0","-1"
"ǁ̟","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","0","-1"
"ǁ̠","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","0","-1"
"ǁ̺","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","0","-1"
"ǁː","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","0","1"
"ǁʲ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","0","-1"
"ǁːʲ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","0","1"
"ǁʲː","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","0","1"
"ǁᶣ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","-1","1","1","0","-1"
"ǁˠ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","1","-1","1","0","-1"
"ǁ̴","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","1","-1","1","0","-1"
"ǁːˠ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","1","-1","1","0","1"
"ǁʷˠ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","1","0","-1"
"ǁʷ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","1","0","-1"
"ǁʲʷ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","1","0","-1"
"ǁʷː","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","1","0","1"
"ǁːʷ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","1","0","1"
"ǁ̻","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","1","-1","1","-1","0","-1","1","0","-1"
"ǁ̼","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","1","1","-1","0","-1","1","0","-1"
"ǁˤ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","1","1","-1","1","0","-1"
"ǁˤː","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","1","1","-1","1","0","1"
"ǁːˤ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","1","1","-1","1","0","1"
"ǁʷˤ","-1","-1","1","-1","-1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","1","1","1","1","0","-1"
"ǁˀ","-1","-1","1","-1","-1","1","-1","0","-1","-1","1","1","1","-1","-1","1","-1","0","-1","1","0","-1"
"ʔ͡ǁ","-1","-1","1","-1","-1","1","-1","0","-1","-1","1","1","1","-1","-1","1","-1","0","-1","1","0","-1"
"ǁʼ","-1","-1","1","-1","-1","1","-1","0","-1","-1","1","1","1","-1","-1","1","-1","0","-1","1","0","-1"
"ǁʼː","-1","-1","1","-1","-1","1","-1","0","-1","-1","1","1","1","-1","-1","1","-1","0","-1","1","0","1"
"ǁʼʲ","-1","-1","1","-1","-1","1","-1","0","-1","-1","1","1","1","-1","-1","1","-1","-1","-1","1","0","-1"
"ǁʲʼ","-1","-1","1","-1","-1","1","-1","0","-1","-1","1","1","1","-1","-1","1","-1","-1","-1","1","0","-1"
"ǁʼʷ","-1","-1","1","-1","-1","1","-1","0","-1","-1","1","1","1","-1","-1","1","-1","1","1","1","0","-1"
"ǁʷʼ","-1","-1","1","-1","-1","1","-1","0","-1","-1","1","1","1","-1","-1","1","-1","1","1","1","0","-1"
"ǁʷˀ","-1","-1","1","-1","-1","1","-1","0","-1","-1","1","1","1","-1","-1","1","-1","1","1","1","0","-1"
