"Glottocode","ISO","Lect","lon","lat","Family","Type","Author","Year","Title","Publisher","School","Booktitle","Editor","Journal","Pages","Volume","Number","Edition","Phoneme","Tone","Onset","Nucleus","Coda","Note"
"tami1289","tam","Tamil",78.825989,10.520219,"Dravidian","BOOK","Asher, Ronald E","1985","Tamil","Croom Helm",,,,,,,,,"k t͡ʃ ʈ t p ɲ ɳ n m j ʋ ɾ l ɭ ɻ ɪ iː ʊ uː ɛ eː ɔ oː ɑ ɑː ɛ̃ ɑ̃ ʊ̃ ɔ̃ ẽː","-","# k t͡ʃ ʈ t p ɳ n m j ʋ ɾ l","ɪ iː ʊ uː ɛ eː ɔ oː ɑ ɑː ɛ̃ ɑ̃ ʊ̃ ɔ̃ ẽː ɑɪ ɑʊ","# k t͡ʃ ʈ t p ɲ ɳ n m j ʋ ɾ l ɭ ɻ jk jʈ ɻk ɻt ɻn","Loan phonemes were excluded based on the source's assumption that ``distinctive segments brought into the language by the introduction of foreign borrowings should be treated as belonging to a different phonological system than the native one'' (p. 211)."
"tang1377",,"Tangam",94.98,28.95,"Sino-Tibetan","BOOK","Post, Mark W.","2017","The Tangam Language: Grammar, Dictionary and Texts","Brill",,,,,,,,,"i ɨ u e ə o a iː ɨː uː eː əː oː aː p b m t d n l ɹ t͡ɕ d͡ʑ ɲ s j k ɡ ŋ ʔ h","-","# C CG","i ɨ u e ə o a iː ɨː uː eː əː oː aː","# ŋ k t n","Identical vowel sequences analyzed as long vowels."
"tata1255","tat","Tatar",50,55,"Turkic","BOOK","Chen 陈, Zhongzhen 宗振 and Yi 伊, Liqian 里千","1986","Tataer-yu jianzhi 塔塔尔语简志 [Concise grammar of tatar]","Minzu Chubanshe 民族出版社",,,,,,,,"1","ɑ ə ɛ ɨ e i o u ø y b pʰ m f w d tʰ n l s z r ʐ d͡ʒ t͡ʃʰ ʃ j ɡ kʰ ŋ qʰ ʁ χ h","-","# b pʰ m f w d tʰ n l s z r ʐ d͡ʒ t͡ʃʰ ʃ j ɡ kʰ qʰ ʁ χ h","ɑ ə ɛ ɨ e i o u ø y","# b pʰ m f w d tʰ n l s z r ʐ d͡ʒ ʃ j ɡ kʰ ŋ qʰ ʁ χ h jtʰ rtʰ stʰ ntʰ ktʰ ltʰ rs χs rʃ nkʰ ld͡ʒ","/ŋ/ does not appear at word-initial position and here it is assumed that it also does not appear as word-internal onset. It wasn't clear whether the biconsonantal codas listed in p. 10 are exhaustive, although here they are assumed to be. Furthermore, p. 11 lists biconsonantal codas in loanwords that are unstable and tend to be resyllabified by some speakers by vowel epenthesis: /lqʰ χtʰ ftʰ jχ/. These four are thus excluded. It is not clear whether other biconsonantal clusters are unstable."
"telu1262","tel","Telugu",78.7024,16.4529,"Dravidian","INCOLLECTION","Krishnamurti, Bh.","1998","Telugu","Roudledge",,"The Dravidian Languages","Steever, Sanford B.",,"202–240",,,,"p pʰ t tʰ ʈ ʈʰ c cʰ k kʰ b b̤ d d̤ ɖ ɖ̤ ɟ ɟ̤ ɡ ɡ̤ f s ʂ ç x m n ɳ ɾ l ɭ w j i iː u uː e eː o oː æː a aː","-","?","?","?",
"thad1238","tcz","Thado Chin",93.722,24.096,"Sino-Tibetan","PHDTHESIS","Haokip, Marykim","2014","Grammar of Thadou-Kuki: A Descriptive Study",,"Jawaharlal Nehru University",,,,,,,,"p b pʰ t d tʰ k ɡ ʔ t͡s m n ŋ v s z x h ɬ l w j i u e o ə a","H LH L HL","# p b pʰ t d tʰ k ɡ t͡s m n ŋ v s z x h ɬ l w j","i u e o ə a ei ai oi ui iu eu au ou ie uo","# p t ʔ m n ŋ l",
"thai1261","tha","Thai",100.671,14.192,"Tai-Kadai","BOOK","Iwasaki, Shoichi and Ingkaphirom, Preeya","2005","A Reference Grammar of Thai","Cambridge University Press",,,,,,,,,"b d p t c k ʔ pʰ tʰ cʰ kʰ f s h m n ŋ l r w j i ʉ u e ə o ɛ a ɔ iː ʉː uː eː əː oː ɛː aː ɔː","H M L R F","b d p t c k ʔ pʰ tʰ cʰ kʰ f s h m n ŋ l r w j pr tr kr kw pl kl pʰr kʰr kʰw pʰl kʰl","i ʉ u e ə o ɛ a ɔ iː ʉː uː eː əː oː ɛː aː ɔː ia ʉa ua","# p t k ʔ m n ŋ w j",
"thak1245","ths","Thakali",83.6466,28.7014,"Sino-Tibetan","BOOK","Georg, Stefan","1996","Marphatan Thakali: Untersuchungen zur Sprache des Dorfes Marpha im Oberen Kāli-Ganṇḍaki-Tal/Nepal [Marphatan Thakali: Studies on the language of the village of Marpha in the Upper Kāli Ganṇḍaki Valley/Nepal]","Lincom",,,,,,,,,"i u e o a ɒ p t ʈ k pʰ tʰ kʰ t͡s t͡ɕ t͡sʰ s ɽ ʂ l ɬ m n ŋ j","43 45 33/22 51","# p t ʈ k pʰ tʰ kʰ t͡s t͡ɕ t͡sʰ s ɽ ʂ l ɬ m n ŋ j pj pl pr mj ml mr pʰj pʰr kj tj nj lj t͡sʰj","i u e o a ɒ","# n ŋ m j r l","Word-initial and word-final restrictions interpreted as onset and coda restrictions."
"than1259","thf","Thangmi",85.7657,28.7554,"Sino-Tibetan","BOOK","Turin, Mark","2011","A Grammar of the Thangmi Language: With an Ethnolinguistic Introduction to the Speakers and Their Culture","Brill",,,,,,,,,"i e a ɑ o u k kʰ ɡ ɡ̤ ŋ t͡s t͡sʰ d͡z d͡z̤ ʈ ʈʰ ɖ ɖ̤ ɳ t tʰ d d̤ n n̥ p pʰ b b̤ m j r l w s h","-","# k kʰ ɡ ɡ̤ ŋ t͡s t͡sʰ d͡z d͡z̤ ʈ ʈʰ ɖ ɖ̤ ɳ t tʰ d d̤ n n̥ p pʰ b b̤ m j r l w s h bl ɡl kl pl br dr kr kʰr pr sr tr bj t͡sj t͡sʰj ɖj ɡj kj kʰj d͡zj lj mj nj ŋj pj rj sj tj ʈj ɡw kw","i e a ɑ o u ei ɑi oi ui eu ɑu ou","# p t t͡s ʈ k b ɡ m n ɳ ŋ s r l",
"thul1246","tdh","Thulung",87.6063,27.5389,"Sino-Tibetan","PHDTHESIS","Lahaussois, Aimée","2002","Aspects of the Grammar of Thulung Rai: An endangered Himalayan Language",,"University of California at Berkeley",,,,,,,,"k kʰ ɡ ŋ t͡s t͡sʰ d͡z d͡z̤ t tʰ d d̤ n ʈ ɖ p pʰ b b̤ m r l j w s h ʔ i y ɯ u e o ɔ a","-","# k kʰ ɡ ŋ t͡s t͡sʰ d͡z d͡z̤ t tʰ d d̤ n ɖ p pʰ b b̤ m r l j w s h ʔ [kkʰɡŋt͡st͡sʰd͡zd͡z̤ttʰdd̤nɖppʰbb̤mrljwshʔ][lrwj]","i y ɯ u e o ɔ a ai au ea eu ɔi ɔu","# k ŋ d n ʈ ɖ p b m r l s",
"tibe1272","bod","Tibetan",90.1872,28.3681,"Sino-Tibetan","INCOLLECTION","Scott DeLancey","2017","Lhasa Tibetan","Routledge",,"The Sino-Tibetan Languages","Graham Thurgood and Randy J. LaPolla",,"385--403",,,"2","p t ʈ kʲ k pʰ tʰ ʈʰ kʰʲ kʰ t͡s c t͡sʰ cʰ m n ɲ ŋ s ʂ h l ɽ l̥ ɽ̥ w j i u e o a iː eː aː oː uː yː øː æː ĩː ỹː ũː ẽː ø̃ː õː æ̃ː ãː","H L","ʔ p t ʈ kʲ k pʰ tʰ ʈʰ kʰʲ kʰ t͡s c t͡sʰ cʰ m n ɲ ŋ s ʂ h l ɽ l̥ ɽ̥ w j","i u e o a iː eː aː oː uː yː øː æː ĩː ỹː ũː ẽː ø̃ː õː æ̃ː ãː","# p m k ŋ",
"tind1238","tin","Tindi",45.9227,42.3316,"Nakh-Daghestanian","INCOLLECTION","Магомедбекова Magomedbekova, З. М. Z. M.","1998","Tindinskij Jazyk Тиндинский язык [Tindi language]","Academia",,"Языки мира: кавказские языки Jazyki mira: kavkazskie jazyki [Languages of the world: Caucasian languages]","Alekseev Алексеев, M. E. М. Е.",,"258--265",,,,"b p v d t tʲ t͡ɕ t͡ɕʼ z̪ s̪ s̪ʲ n t͡ʃ t͡ʃʼ z s sʲ r t͡ɬ t͡ɬʼ ɬ ɬʲ l ʝ ç ɡ k kʲ k͡x ɣ x xʲ ʡ ʡʼ ʕ ħ ʔ ɦ a e i o u","-","# C CC","a e i o u","# C","``Dental'' and ``alveolar'' affricates, described as both ``weak'' and ``strong'' (where ``weak'' is assumed to mean palatalized), are interpreted as alveolo-palatal and palato-alveolar affricates."
"toda1252","tcx","Toda",77.0168,11.4184,"Dravidian","BOOK","S. Sakthivel","1976","Phonology of Toda with vocabulary","Annamalai University",,,,,,,,,"i iː y yː ɯ ɯː u uː e eː ø øː o oː a aː p b t̪ d̪ t͡s d͡z t d t͡ɕ d͡ʑ ʈ ɖ k ɡ f θ s̪ z̪ s z ɕ ʑ ʂ ʐ m n ɳ ɾ r ɽ ɬ l ɭ̥ ɭ j w","-","# C","C V","# C",
"torn1244","fit","Tornedalen Finnish",23.066,67.2527,"Uralic","BOOK","Söderholm, Eira","2017","Kvensk grammatikk [Kven grammar]","Cappelen Damm Akademisk",,,,,,,,,"a ð e f h i j k l m n ŋ o p r s t u v y æ ø","-","# f h j k l m n ŋ p r s t v ð CC CCC","a e i o u y æ ø ai ei oi ui yi øi uo yø au eu ou æy øy uoi","# C",
"tsak1249","tkr","Tsakhur",46.8858,41.5916,"Nakh-Daghestanian","INCOLLECTION","Talibov, Bukar B.","2004","Tsakhur","Caravan Books",,"The indigenous languages of the Caucasus","Job, Michael",,"347--419",,,,"b p pʰ pʼ v f m d̪ t̪ t̪ʰ t̪ʼ d̪͡z̪ t̪͡s̪ t̪͡s̪ʰ t̪͡s̪ʼ z̪ s̪ n̪ d͡z t͡s t͡sʰ t͡sʼ s l r ʝ ɡ k kʰ kʼ x ɣ q qʰ qʼ ʁ χ h i y ɨ u e ø o a ɑ uˤ eˤ oˤ aˤ","-","# b p pʰ pʼ v f m d̪ t̪ t̪ʰ t̪ʼ d̪͡z̪ t̪͡s̪ t̪͡s̪ʰ t̪͡s̪ʼ z̪ s̪ n̪ d͡z t͡s t͡sʰ t͡sʼ s l r ʝ ɡ k kʰ kʼ x ɣ q qʰ qʼ ʁ χ ʔ h","i y ɨ u e ø o a ɑ uˤ eˤ oˤ aˤ","# b pʰ pʼ v f m d̪ t̪ʰ t̪ʼ d̪͡z̪ t̪͡s̪ʰ t̪͡s̪ʼ z̪ s̪ n̪ d͡z t͡sʰ t͡sʼ s l r ʝ ɡ kʰ kʼ x ɣ qʰ qʼ ʁ χ ʔ h CC","/q/ only appears word-initially and word-medially and /ʔ/ only appears word-medially and word-finally. It is assumed here that /q/ does not appear as a word-internal coda and that /ʔ/ does not appear as a word-internal onset."
"tsat1238","huq","Tsat",109.336,18.3192,"Austronesian","BOOK","Thurgood, Graham and Thurgood, Ela and Fengxiang, Li","2014","A Grammatical Sketch of Hainan Cham: History, Contact, and Phonology","Mouton",,,,,,,,,"p t k ʔ pʰ tʰ kʰ ɓ ɗ v s z t͡s h m n ɲ ŋ l i u e ə o a aː","55 33 21 43 24","# p t k ʔ pʰ tʰ kʰ ɓ ɗ v s z t͡s h m ɲ ŋ l","z i u e ə o a aː æ̃ː iu iə io ia ua uj oj aj aːj aw aːw iaj iaw uaj","# t k ʔ n ŋ",
"dido1241","ddo","Tsez",45.8096,42.2646,"Nakh-Daghestanian","INCOLLECTION","Alekseev, Mikhail E. and Radžabov, Ramazan N.","2004","Tsez","Caravan Books",,"The indigenous languages of the Caucasus","Job, Michael",,"115--163",,,,"m w b p pʼ n r d t tʼ s z t͡s t͡sʼ ɕ ʑ t͡ɕ t͡ɕʼ l ɬ t͡ɬ t͡ɬʼ j ɡ k kʼ χ χˤ ʁ ʁˤ q qˤ qʼ qˤʼ ʡ ħ h i u e o a aː","-","# m w b p pʼ n r d t tʼ s z t͡s t͡sʼ ɕ ʑ t͡ɕ t͡ɕʼ l ɬ t͡ɬ t͡ɬʼ j ɡ k kʼ χ χˤ ʁ ʁˤ q qˤ qʼ qˤʼ ʡ ħ h","i u e o a aː","# m w b p pʼ n r d t tʼ s z t͡s t͡sʼ ɕ ʑ t͡ɕ t͡ɕʼ l ɬ t͡ɬ t͡ɬʼ j ɡ k kʼ χ χˤ ʁ ʁˤ q qˤ qʼ qˤʼ ʡ ħ h","``Consonant clusters are rare and occur word medially in loan words'' (p. 118). Given the absence of word-initial and word-final clusters, I assume that only biconsonantal medial clusters occur."
"tsha1245","tsj","Tshangla",91.7741,27.3694,"Sino-Tibetan","PHDTHESIS","Andvik, Erik E.","1999","Tshangla Grammar",,"University of Oregon",,,,,,,,"p t ʈ k pʰ tʰ ʈʰ kʰ b d ɖ ɡ t͡s t͡ɕ t͡sʰ t͡ɕʰ d͡ʑ s ɕ z m n ɳ ŋ l ɾ w j h i u e o a","-","# p t ʈ k pʰ tʰ ʈʰ kʰ b d ɖ ɡ t͡s t͡ɕ t͡sʰ t͡ɕʰ d͡ʑ s ɕ z m n ɳ ŋ l ɾ w j h pr pʰr br kr kʰr ɡr pɕ","i u e o a ai oi ui au","# p t k s m n ŋ ɾ",
"tulu1258","tcy","Tulu",75.2651,12.8114,"Dravidian","PHDTHESIS","Bhatt, Sooda Lakshminarayana","1971","A Grammar of Tulu (A Dravidian Language)",,"University of Wisconsin",,,,,,,,"i ɨ u e ɛ o a iː ɨː uː eː ɛː oː aː k ɡ h ŋ c ɟ j ɲ ʈ ɖ ʂ ɳ ɭ t d s n l r p b w m","-","# k ɡ h ŋ c ɟ j ɲ ʈ ɖ ʂ ɳ ɭ t d s n l r p b w m kh ɡh ch ɟh ɖh th dh ph bh kj cj dj bj tj kʂ ɟw ɟɲ kl ɡl pl bl kr ɡr ʈr ɖr tr dr pr br sk st sp sʈ ʂj ʂw sw wj ʂm sn sm ʂɭ sl hr ʂr sr wr nj mj nr mr tn tm kn ʈh th ɖɭ tl str bɖ ts tw ʈj dw ɡn ɟn pɳ bn bɳ ɟl tl dl bɭ ʈɭ ɟr dn cl kn ɖj kɭ ɡhr skr sth","i ɨ u e ɛ o a iː ɨː uː eː ɛː oː aː","# k ɡ h ŋ c ɟ j ɲ ʈ ɖ ʂ ɳ ɭ t d s n l r p b w m","The segments <h y w>, although described in the source as velar/palatal/labial fricatives, probably refers to /h j w/ rather than /x ʝ β/, based on their overall description. It wasn't clear whether the list of possible consonant clusters are comprehensive; here they are assumed to be."
"nene1249","yrk","Tundra Nenets",71.0234,66.1775,"Uralic","BOOK","Nikolaeva, Irina","2014","A Grammar of Tundra Nenets","Mouton de Gruyter",,,,,,,,,"m mʲ n ɲ ŋ p pʲ t c k ʔ b bʲ d ɟ t͡s c͡ç s ç x w j l ʎ r rʲ iː uː i u e o æː a ă ə̆","-","# C","iː uː i u e o æː a ă ə̆","# C",
"turk1303","klj","Turkic Khalaj",50.3222,34.4224,"Turkic","BOOK","Doerfer, Gerhard","1971","Khalaj materials","Curzon",,,,,,,,,"k ɡ ŋ t͡ʃ d͡ʒ t d n p b f v m j ɾ l ʃ ʒ s z h a o u æ œ y i","-","?","?","?",
"nucl1301","tur","Turkish",32.8667,39.8667,"Turkic","BOOK","Göksel, Aslı and Kerslake, Celia","2005","Turkish: A Comprehensive Grammar","Routledge",,,,,,,,,"p t k c t͡ʃ f s ʃ h b d ɡ ɟ d͡ʒ v z ʒ ɣ m n lˠ l r j y i œ e u ɯ o a aː uː iː eː","-","# p t k c t͡ʃ ɟ f s ʃ h b d ɡ ɟ d͡ʒ v z ʒ ɣ m n lˠ l r j","y i œ e u ɯ o a aː uː iː eː","# p t k c t͡ʃ f s ʃ h b d d͡ʒ v z ʒ ɣ m n lˠ lr j CC",
"turk1304","tuk","Turkmen",59.1757,37.0872,"Turkic","BOOK","Clark, Larry","1998","Turkmen reference grammar","Harrassowitz",,,,,,,,,"i iː y yː ɯ ɯː u uː e ø øː o oː æː a aː b p d t ɡ k d͡ʒ t͡ʃ ð θ ʃ m n ŋ l ɾ w j h","-","# b p d t ɡ k d͡ʒ t͡ʃ ð θ ʃ m n l ɾ w j h","i iː y yː ɯ ɯː u uː e ø øː o oː æː a aː","# p t k m n ŋ l ɾ ð θ ʃ t͡ʃ h j w CC","Word-initial and word-final constraints interpreted as onset and coda constraints. <š ǰ č> were defined as ``alveolar'' but described as English <sh j ch>. They are thus transcribed here as palato-alveolar."
"turo1239","tru","Turoyo",42.1451,37.2275,"Afro-Asiatic","INCOLLECTION","Otto Jastrow","2011","Ṭuroyo and Mlaḥsô","De Gruyter Mouton",,"The Semitic Languages: An International Handbook","Stefan Weninger",,"697----707",,,,"p b t d k ɡ q ʔ tˤ c͡ç ɟ͡ʝ f v θ ð x ɣ ħ ʕ h s z sˤ ç ʝ m n nˤ l lˤ r rˤ w j i e a o u ə̯ a̯ u̯","-","?","?","?","Emphatic consonants interpreted as pharyngealized consonants."
"tuvi1240","tyv","Tuvinian",94.36667,51.7,"Turkic","BOOK","Gregory D. Anderson and David K. Harrison","1999","Tyvan","Lincom",,,,,,,,,"i y ɯ u e ø a o iː yː ɯː uː eː øː aː oː pʰ p tʰ t k ɡ m n ŋ r f s z ç ʝ x c͡ç l v j","-","# pʰ p tʰ t k ɡ m n r f s z ç ʝ x c͡ç l v j","i y ɯ u e ø a o iː yː ɯː uː eː øː aː oː","# pʰ t k ɡ m n ŋ r f s z ç ʝ l v j rt jt",
"udii1243","udi","Udi",47.7236,40.9,"Nakh-Daghestanian","BOOK","Schulze, Wolfgang","1982","Die Sprache der Uden in Nord-Azerbajdžan: Studien zur Synchronie und Diakronie einer Süd-ostkaukasischen Sprache [The language of the Uden in North Azerbaijan: Studies in the synchrony and diacrony of a South-East Caucasian language]","Otto Harrassowitz",,,,,,,,,"a i u e o ə æ ø y b p pˀ w f d̺ t̺ t̺ˀ d̺z t̺s t̺sˀ z̺ s̺ d͡z t͡s t͡sˀ s r j l ɡ k kˀ x ɣ ɡ q qˀ ɦ h m n ŋ","-","# b p pˀ w f d̺ t̺ t̺ˀ d̺z t̺s t̺sˀ z̺ s̺ d͡z t͡s t͡sˀ s r j l ɡ k kˀ x ɣ ɡ q qˀ ɦ h m n ŋ","a i u e o ə æ ø y VV","# C CC",
"udih1248","ude","Udihe",135.678,46.6309,"Tungusic","BOOK","Nikolaeva, Irina and Tolskaya, Maria","2001","A Grammar of Udihe","Mouton de Gruyter",,,,,,,,,"i y u ø ə o æ a eː iː yː uː øː əː oː æː aː a̰ ə̰ o̰ æ̰ b d ɡ p t k s x d͡z t͡s m n ɲ ŋ l w j","-","# b d ɡ p t k s x d͡z t͡s m n ɲ ŋ l w j","i y u ø ə o æ a eː iː yː uː øː əː oː æː aː a̰ ə̰ o̰ æ̰","# b ɡ k p ŋ m n","Ideophonic consonants not included. The ``diphthongoid'' <ie> is transcribed as /eː/."
"udmu1245","udm","Udmurt",52.63548,56.12921,"Uralic","BOOK","Eberhard Winkler","2001","Udmurt","Lincom",,,,,,,,,"i ɯ u e ɤ o a p t c k b d ɟ ɡ t͡ɕ t͡ʃ d͡ʑ d͡ʒ s ɕ ʃ v z ʑ ʒ m n ɲ l ʎ r j","-","# C CC","i ɯ u e ɤ o a au ua ui","# C LC","``Postalveolar'' and ``palatal'' sibilants are interpreted as alveolo-palatal and palato-alveolar sibilants, respectively."
"uigh1240","uig","Uighur",87.38,43.88,"Turkic","BOOK","Tohti 托乎提, Litip 力提甫","2012","Xiandai weiwueryu cankao yufa 现代维吾尔语参考语法 [A reference grammar of modern Uighur]","Zhongguo Shehui Kexue Chubanshe 中国社会科学出版社",,,,,,,,,"i e ɛ ɑ y ø u o ɑː b p m w d t z s n l r d͡ʒ t͡ʃ ʃ ɡ k ɴ j q ʁ χ h","-","# b p m w d t z s n l r d͡ʒ t͡ʃ ʃ ɡ k ɴ j q ʁ χ h","i e ɛ ɑ y ø u o ɑː","# b p m w d t z s n l r d͡ʒ t͡ʃ ʃ ɡ k ɴ j q ʁ χ h pt ps wd͡ʒ wr sp st sq ʃt ʃq nd nt nt͡ʃ ld lq rp rt rz rs rʃ rɡ rk rq kt ks jp jt jz jʃ jl jx xt ɴq hl",
"ukra1253","ukr","Ukrainian",29.945,49.796,"Indo-European","BOOK","Press, Ian and Pugh, Stefan","1999","Ukrainian : a comprehensive grammar","Routledge",,,,,,,,,"i ɪ ɛ a ɔ u p t tʲ k b d dʲ ɡ f s sʲ ʃ x z zʲ ʒ h t͡s t͡sʲ t͡ʃ d͡z d͡zʲ d͡ʒ β j m n nʲ l lʲ r rʲ","-","?","?","?",
"uppe1395","hsb","Upper Sorbian",14.4098,51.2403,"Indo-European","BOOK","Schuster-Šewc, Heinz","1996","Grammar of Upper Sorbian language: phonology and morphology","Lincom Europa",,,,,,,,,"i e ɛ a ɔ o u p b t d k ɡ pʲ bʲ t͡s t͡sʲ c͡ç ɟ͡ʝ s z zʲ ç ʝ f v x w wʲ h j m mʲ n nʲ l r rʲ","-","?","i e ɛ a ɔ o u","?",
"urum1249","uum","Urum",43.994,42.0379,"Turkic","ARTICLE","Podolsky, Baruch","1986","Notes on the Urum language",,,,,"Mediterranean Language Review","99--112","2",,,"i y ɯ u e ø ɑ o p t tʲ t͡ʃ k b d dʲ d͡ʒ ɡ f s ʃ ʒ x v z ɣ m n nʲ ŋ lˠ l r rʲ j","-","?","?","?","<č j š ž> interpreted as /t͡ʃ d͡ʒ ʃ ʒ/."
"vaag1238","vaa","Vaagri Booli",79.5335,12.215,"Indo-European","PHDTHESIS","Srinivasavarma, Govindaswamy","1967","Descriptive study of Narikkurava dialect (A grammar of Va:grivellibo:li)",,"Annamalai University",,,,,,,,"i e a o u ɨ iː eː aː oː uː ẽ ã ũ ĩː ẽː ãː õː ũː p t ʈ c k b d ɖ ɟ ɡ s ç h v z j m n ɳ ɲ ŋ l ɭ r ʀ","-","# p t ʈ c k b d ɖ ɟ ɡ s ç h v z j m n ɲ l ɭ r ʀ ph bh th dh ʈh ɖh kh ɡh ch ɟh vh mh nh lh rh mr kj nd dr","i e a o u ɨ iː eː aː oː uː ẽ ã ũ ĩː ẽː ãː õː ũː","# p t ʈ c k b d ɖ ɟ ɡ s ç h v j m n ɳ ɲ ŋ l ɭ r ʀ",
"fare1244",,"Vach-Vasjugan",79.873651,60.10378,"Uralic","PHDTHESIS","Filchenko, Andrey Y.","2007","A Grammar of Eastern Khanty",,"Rice University",,,,,,,,"p t c k q w j s ɣ t͡ʃ m n ɲ̟ ɲ ŋ l ʎ̟ ʎ r i y ɯ u e ø o æ ɑ ə̯ e̯ ø̯ o̯","-","# C","i y ɯ u e ø o æ ɑ ə̯ e̯ ø̯ o̯","# C","The source notes that CC clusters normally undergo vowel epenthesis but clusters with a homorganic sonorant may forego epenthesis. As epenthesis is optionally present in all CC forms, I have not included CC as a coda form."
"vagh1246","vgr","Vaghri",68.6051,26.1404,"Indo-European","PHDTHESIS","Shankerlal, Vyas Gajendra","1966","The dialect of the Vaghers of Okhamandal: descriptive grammar",,"Gujarat University",,,,,,,,"p b m t d n c ɟ k ɡ ŋ ʈ ɖ ɳ pʰ b̤ tʰ d̤ cʰ ɟ̤ kʰ ɡ̤ ʈʰ ɖ̤ ɽ s r h l w j i u ɐ ɔ ɛ ɑ e o ĩ ũ ɐ̃ ɔ̃ ɛ̃ ɑ̃","-","# p b m t d n c ɟ k ɡ ʈ ɖ pʰ b̤ tʰ d̤ cʰ ɟ̤ kʰ ɡ̤ ʈʰ ɖ̤ ɳ s r ɽ h l w j CC","i u ə ɐ ɛ ɑ e o ĩ ũ ɐ̃ ɔ̃ ɛ̃ ɑ̃ ɔɑ ɑi ɑu ɑũ","# p b m t d n c ɟ k ɡ ŋ ʈ ɖ ɳ pʰ b̤ tʰ d̤ cʰ ɟ̤ kʰ ɡ̤ ʈʰ ɖ̤ ɽ s r h l w j CC",
"varh1239","vah","Varhadi-Nagpuri",79.7516,20.7139,"Indo-European","PHDTHESIS","Jha, Aparna","1972","Descriptive analysis of Koṣṭi",,"Deccan College",,,,,,,,"i u e ə o a p t ʈ c͡ç k pʰ tʰ ʈʰ c͡çʰ kʰ b d ɖ ɟ͡ʝ ɡ b̤ d̤ ɟ͡ʝ̤ ɡ̤ m n ɳ ŋ m̥ n̥ s ç h r r̥ l l̥ ʋ j j̥",,"# p t ʈ c͡ç k pʰ tʰ ʈʰ c͡çʰ kʰ b d ɖ ɟ͡ʝ ɡ b̤ d̤ ɟ͡ʝ̤ ɡ̤ m n m̥ n̥ s ç h r r̥ l l̥ ʋ j j̥ sj mj kʰj pr nj br sʋ bj pʰr kj sk bl ʋj tj hj rj b̤j nj lj d̤j dr ɟ͡ʝr d̤r ɖ̤r ʈj ɖ̤ʋ str","i u e ə o a","# p t ʈ c͡ç k pʰ tʰ ʈʰ c͡çʰ kʰ b d ɖ ɟ͡ʝ ɡ b̤ d̤ ɟ͡ʝ̤ ɡ̤ m n ɳ ŋ s ç h r l ʋ j ŋɡ nt ɳɖ hj",
"veps1250","vep","Veps",34.7865,60.3353,"Uralic","INCOLLECTION","Viitso, Tiit-Rein","1987","North Veps Phonology","Verband der wissenschaftlichen Gesellschaften Österreichs (VWGÖ)",,"Studien zur Phonologie und Morphonologie der uralischen Sprachen: Akten der dritten Tagung für uralische Phonologie Eisenstadt, 28. Juni - 1. Juli 1984","Rédei, Károly",,"304--312",,,,"u o ɑ e i y ø a uː iː f sʲ ʃ h t͡s t͡sʲ t͡ʃ p t tʲ k z zʲ ʒ b d dʲ ɡ m n nʲ ŋ l lʲ r rʲ v j zːʲ ʒː lː lːʲ","-","?","u o ɑ e i y ø a uː iː [uoɑeiyøa][ui]","?","The diphthongs may be VV or V[vj] sequences, both interpretations being likely (p. 307). Here, they are interpreted as VV sequences."
"viet1252","vie","Vietnamese",105.774071,20.681188,"Austroasiatic","ARTICLE","Kirby, James P.","2011","Vietnamese (Hanoi Vietnamese)",,,,,"Journal of the International Phonetic Association","381----392","41",3,,"p ɓ t tʰ ɗ t͡ɕ k ʔ m n ɲ ŋ f v s z x ɣ h w j l i e ɛ a ɯ ɤ u o ɔ ə","44 32 24 45 22 21 312 325","ɓ t tʰ ɗ t͡ɕ k ʔ m n ɲ ŋ f v s z x ɣ h w l j Cw","i e ɛ a ɯ ɤ u o ɔ iə uə ɯə","# p t k m n ŋ j w","`` The initial consonant may be accompanied by a secondary labial articulation'' (p. 388). Here I interpret this as a complex onset (Cw)."
"vlax1238","rmy","Vlax Romani",18.16,46.09,"Indo-European","PHDTHESIS","Wagner, Peter","2012","A Grammar of North West Lovari Romani",,"Univerzitá Karlová v Praze",,,,,,,,"a aː e ɛː i iː o oː u uː p pʰ b f v m t tʰ d s z t͡ʃ n r c ɟ j ʃ ʒ t͡s ʎ r̝ ɲ l kʰ k ɡ h χ ʔ","-","?","a aː e ɛː i iː o oː u uː ej ou","?",
"voti1245","vot","Votic",28.6235,59.3802,"Uralic","BOOK","Ariste, Paul","1968","A grammar of the Votic language","Indiana University Publications",,,,,,,,,"u ɨ i y o ə e ø ɑ a uː ɨː iː yː oː əː eː øː ɑː aː k t p ɡ d b n m x ʂ s f j ʐ z v l r ʈ͡ʂ ɖ͡ʐ t͡s tʲ dʲ nʲ sʲ zʲ lʲ rʲ","-","# C CC CCC","u ɨ i y o ə e ø ɑ a uː ɨː iː yː oː əː eː øː ɑː aː əɑ ye yə ɑi oi ui əi ai ei øi yi ɑo io uo ɑu ou əu eu iu ia ya ay ey øy oɑ uɑ əɑ iɑ ɑu əu au eu iu ia øa ya ɑi oi ui əi ai ei yi ay ey iy","?","It is unclear what the affricate <š't'š'> represents, hence it was excluded."
